ref_no,event_ts,debit_acct,credit_acct,txn_value,ccy,activity_code,channel_cd,orig_ctry,dest_ctry,aml_flag,typology
T-001347,2025-04-28 20:54:00.000000,ACC-N0194,ACC-N0166,215.57,USD,DEP,ATM,SG,US,,
T-001348,2025-05-10 18:21:00.000000,ACC-STR02,ACC-N0162,8966.39,USD,XFER,BRN,US,US,Y,STRUCTURING
T-001349,2025-03-27 03:18:00.000000,ACC-LAY23,ACC-N0101,2162.5,USD,XFER,MOB,AU,JP,,
T-001350,2025-04-21 10:59:00.000000,ACC-N0017,ACC-SMF08,9589.09,USD,XFER,ONL,AU,FR,,
T-001351,2025-05-21 03:59:00.000000,ACC-LAY06,ACC-N0179,8433.47,USD,XFER,ONL,SG,SG,,
T-001352,2025-03-03 09:36:01.485552,ACC-HUB02,ACC-SMF11,7412.18,USD,XFER,ONL,US,US,Y,SMURFING
T-001353,2025-05-13 16:19:00.000000,ACC-SMF22,ACC-N0068,14693.5,USD,DEP,BRN,GB,US,,
T-001354,2025-05-17 18:11:00.000000,ACC-N0150,ACC-N0134,2617.63,USD,WD,ATM,DE,US,,
T-001355,2025-04-16 04:55:00.000000,ACC-N0055,ACC-N0187,2464.78,USD,XFER,MOB,GB,US,,
T-001356,2025-04-11 00:35:00.000000,ACC-N0111,ACC-N0075,2215.61,USD,XFER,MOB,DE,AU,,
T-001357,2025-05-04 00:29:00.000000,ACC-N0028,ACC-RCO03,4729.86,USD,XFER,ONL,JP,AU,,
T-001358,2025-04-20 21:54:00.000000,ACC-LAY19,ACC-N0195,1739.79,USD,DEP,ATM,AU,DE,,
T-001359,2025-03-20 15:24:00.000000,ACC-N0137,ACC-HUB01,6100.95,USD,WD,BRN,CA,CA,,
T-001360,2025-04-05 08:50:00.000000,ACC-N0013,ACC-LAY12,7156.96,USD,WD,BRN,FR,AU,,
T-001361,2025-04-11 10:26:00.000000,ACC-STR12,ACC-N0107,9651.04,USD,XFER,BRN,US,US,Y,STRUCTURING
T-001362,2025-04-02 15:28:00.000000,ACC-SMF14,ACC-SMF03,6815.62,USD,XFER,ONL,DE,SG,,
T-001363,2025-04-29 15:52:00.000000,ACC-N0173,ACC-N0034,13963.88,USD,XFER,MOB,GB,CA,,
T-001364,2025-05-24 16:02:00.000000,ACC-N0207,ACC-N0165,7677.51,USD,WD,BRN,CA,SG,,
T-001365,2025-03-10 16:41:00.000000,ACC-LAY09,ACC-STR05,9835.43,USD,DEP,ONL,US,CA,,
T-001366,2025-05-28 00:15:00.000000,ACC-SMF05,ACC-N0065,13155.14,USD,XFER,ONL,DE,AU,,
T-001367,2025-03-29 21:52:24.270733,ACC-HUB03,ACC-SMF16,8225.97,USD,XFER,ONL,US,US,Y,SMURFING
T-001368,2025-03-26 04:46:00.000000,ACC-N0020,ACC-STR04,2525.92,USD,DEP,ONL,JP,US,,
T-001369,2025-04-02 12:54:00.000000,ACC-LAY06,ACC-N0108,14360.13,USD,DEP,BRN,FR,FR,,
T-001370,2025-04-27 07:29:00.000000,ACC-STR05,ACC-N0048,9686.3,USD,CSH,BRN,US,US,Y,STRUCTURING
T-001371,2025-05-20 03:04:00.000000,ACC-LAY08,ACC-N0163,9755.87,USD,DEP,ATM,JP,AU,,
T-001372,2025-05-06 23:13:00.000000,ACC-HUB01,ACC-N0139,14010.73,USD,XFER,ONL,SG,AU,,
T-001373,2025-03-07 11:49:00.000000,ACC-N0185,ACC-N0027,9470.83,USD,WD,BRN,DE,DE,,
T-001374,2025-03-21 03:55:00.000000,ACC-N0123,ACC-N0018,8122.29,USD,XFER,ONL,FR,AU,,
T-001375,2025-03-11 10:37:00.000000,ACC-N0126,ACC-N0053,6371.54,USD,XFER,ONL,FR,GB,,
T-001376,2025-03-12 16:32:00.000000,ACC-N0090,ACC-LAY18,2507.87,USD,XFER,ONL,GB,CA,,
T-001377,2025-04-17 09:25:00.000000,ACC-N0003,ACC-RCO05,4020.14,USD,DEP,ONL,CA,JP,,
T-001378,2025-03-08 18:47:00.000000,ACC-N0139,ACC-LAY13,12704.73,USD,XFER,MOB,US,SG,,
T-001379,2025-04-04 07:00:00.000000,ACC-STR04,ACC-N0097,12146.27,USD,XFER,ONL,SG,DE,,
T-001380,2025-04-16 22:46:00.000000,ACC-N0143,ACC-N0186,13821.06,USD,XFER,MOB,GB,SG,,
T-001381,2025-05-06 18:46:00.000000,ACC-N0133,ACC-LAY13,11972.05,USD,XFER,MOB,SG,GB,,
T-001382,2025-04-24 23:32:00.000000,ACC-N0004,ACC-N0008,2879.71,USD,DEP,ATM,CA,CA,,
T-001383,2025-04-29 22:13:00.000000,ACC-N0115,ACC-N0050,2137.1,USD,WD,ATM,CA,US,,
T-001384,2025-04-09 03:01:00.000000,ACC-N0214,ACC-HUB02,5479.11,USD,WD,ATM,CA,JP,,
T-001385,2025-03-19 17:41:00.000000,ACC-N0120,ACC-N0166,14409.52,USD,DEP,BRN,DE,SG,,
T-001386,2025-03-10 19:00:00.000000,ACC-STR08,ACC-N0112,9323.32,USD,CSH,BRN,US,US,Y,STRUCTURING
T-001387,2025-05-16 17:14:00.000000,ACC-N0187,ACC-N0131,3637.1,USD,WD,BRN,FR,CA,,
T-001388,2025-03-03 14:33:00.000000,ACC-SMF13,ACC-N0129,3830.38,USD,WD,BRN,GB,SG,,
T-001389,2025-04-10 15:13:00.000000,ACC-N0212,ACC-N0182,12647.86,USD,XFER,MOB,CA,GB,,
T-001390,2025-03-28 01:31:00.000000,ACC-N0120,ACC-N0207,3278.48,USD,DEP,ATM,DE,AU,,
T-001391,2025-05-22 11:44:00.000000,ACC-LAY23,ACC-N0075,74.63,USD,DEP,ATM,SG,US,,
T-001392,2025-04-15 05:36:00.000000,ACC-LAY18,ACC-N0100,1595.87,USD,WD,BRN,JP,US,,
T-001393,2025-05-03 02:57:00.000000,ACC-STR03,ACC-N0005,9129.96,USD,XFER,ATM,US,US,Y,STRUCTURING
T-001394,2025-03-02 17:49:00.000000,ACC-N0126,ACC-SMF10,9291.41,USD,DEP,ONL,AU,JP,,
T-001395,2025-03-29 09:50:00.000000,ACC-N0205,ACC-N0117,13835.15,USD,XFER,MOB,DE,CA,,
T-001396,2025-04-14 08:56:00.000000,ACC-RCO01,ACC-RCO05,2482.04,USD,WD,ATM,CA,JP,,
T-001397,2025-03-13 23:44:00.000000,ACC-STR05,ACC-N0179,3161.86,USD,DEP,ATM,JP,CA,,
T-001398,2025-05-07 13:52:00.000000,ACC-N0199,ACC-N0186,13488.79,USD,DEP,ATM,CA,CA,,
T-001399,2025-03-12 14:56:00.000000,ACC-N0027,ACC-N0184,1691.4,USD,WD,BRN,DE,US,,
T-001400,2025-03-26 13:56:00.000000,ACC-STR12,ACC-N0034,11463.95,USD,XFER,ONL,SG,DE,,
T-001401,2025-04-27 18:38:00.000000,ACC-N0027,ACC-LAY10,9348.99,USD,XFER,ONL,GB,DE,,
T-001402,2025-03-03 19:03:00.000000,ACC-RCO03,ACC-HUB01,12575.06,USD,XFER,ONL,CA,US,,
T-001403,2025-03-22 02:20:00.000000,ACC-LAY19,ACC-LAY21,6187.09,USD,XFER,MOB,AU,SG,,
T-001404,2025-04-27 15:52:00.000000,ACC-N0106,ACC-N0022,5562.41,USD,WD,BRN,CA,SG,,
T-001405,2025-04-03 07:34:00.000000,ACC-SMF16,ACC-N0092,8990.01,USD,WD,ATM,FR,CA,,
T-001406,2025-03-26 13:28:00.000000,ACC-N0071,ACC-N0179,4959.51,USD,XFER,ONL,JP,US,,
T-001407,2025-05-09 12:30:00.000000,ACC-N0207,ACC-LAY24,14441.13,USD,WD,BRN,JP,CA,,
T-001408,2025-04-11 08:01:00.000000,ACC-RCO10,ACC-RCO01,4962.82,USD,XFER,MOB,SG,DE,,
T-001409,2025-04-11 14:19:00.000000,ACC-N0107,ACC-N0134,6070.4,USD,DEP,BRN,FR,CA,,
T-001410,2025-05-19 18:05:42.804822,ACC-HUB01,ACC-SMF01,9481.8,USD,XFER,ONL,US,US,Y,SMURFING
T-001411,2025-03-28 16:44:00.000000,ACC-SMF01,ACC-N0197,135.47,USD,WD,BRN,FR,DE,,
T-001412,2025-03-26 06:38:00.000000,ACC-N0110,ACC-N0195,4009.18,USD,XFER,MOB,DE,CA,,
T-001413,2025-05-20 19:33:00.000000,ACC-N0162,ACC-N0076,4660.02,USD,DEP,ONL,GB,US,,
T-001414,2025-04-30 03:01:00.000000,ACC-N0133,ACC-N0142,4777.98,USD,DEP,BRN,GB,DE,,
T-001415,2025-03-07 08:40:00.000000,ACC-N0121,ACC-LAY07,681.21,USD,XFER,ONL,GB,AU,,
T-001416,2025-04-14 22:58:00.000000,ACC-N0144,ACC-N0180,9994.82,USD,DEP,BRN,DE,SG,,
T-001417,2025-05-20 12:41:00.000000,ACC-N0122,ACC-STR11,5220.5,USD,XFER,ONL,CA,FR,,
T-001418,2025-04-02 03:41:00.000000,ACC-N0209,ACC-N0132,6756.58,USD,XFER,ONL,GB,AU,,
T-001419,2025-03-10 22:40:00.000000,ACC-STR10,ACC-N0204,9504.93,USD,XFER,ATM,US,US,Y,STRUCTURING
T-001420,2025-04-04 13:49:00.000000,ACC-N0062,ACC-N0036,12630.84,USD,DEP,BRN,DE,US,,
T-001421,2025-05-12 05:31:00.000000,ACC-N0153,ACC-STR09,1029.2,USD,XFER,ONL,AU,CA,,
T-001422,2025-03-01 10:28:00.000000,ACC-N0022,ACC-N0012,4738.65,USD,XFER,MOB,FR,GB,,
T-001423,2025-04-11 09:38:00.000000,ACC-N0140,ACC-N0034,7044.59,USD,WD,ATM,DE,FR,,
T-001424,2025-04-09 22:38:00.000000,ACC-N0089,ACC-RCO02,7888.66,USD,DEP,ONL,JP,SG,,
T-001425,2025-05-27 20:43:00.000000,ACC-SMF07,ACC-N0119,12094.99,USD,DEP,BRN,US,CA,,
T-001426,2025-05-07 22:40:00.000000,ACC-N0001,ACC-N0019,6364.67,USD,WD,BRN,JP,SG,,
T-001427,2025-05-11 00:51:10.590091,ACC-HUB04,ACC-SMF19,8412.49,USD,XFER,ONL,US,US,Y,SMURFING
T-001428,2025-04-23 05:43:00.000000,ACC-N0144,ACC-N0178,1196.24,USD,XFER,MOB,GB,FR,,
T-001429,2025-04-25 05:12:00.000000,ACC-N0144,ACC-STR08,12135.75,USD,DEP,ATM,SG,FR,,
T-001430,2025-05-14 14:40:00.000000,ACC-N0123,ACC-N0012,14508.21,USD,WD,ATM,AU,FR,,
T-001431,2025-04-29 16:42:00.000000,ACC-STR06,ACC-SMF24,9647.7,USD,CSH,ATM,US,US,Y,STRUCTURING
T-001432,2025-04-25 14:11:00.000000,ACC-N0210,ACC-N0206,7770.88,USD,XFER,MOB,GB,CA,,
T-001433,2025-05-06 11:40:00.000000,ACC-N0182,ACC-N0163,231.12,USD,XFER,MOB,FR,CA,,
T-001434,2025-04-10 11:57:00.000000,ACC-N0214,ACC-LAY01,12611.31,USD,WD,ATM,FR,CA,,
T-001435,2025-04-25 18:35:00.000000,ACC-SMF03,ACC-LAY05,3275.16,USD,XFER,ONL,US,US,,
T-001436,2025-04-15 22:18:00.000000,ACC-RCO07,ACC-N0109,10605.81,USD,DEP,ATM,JP,DE,,
T-001437,2025-04-12 06:52:00.000000,ACC-N0059,ACC-RCO09,9351.49,USD,XFER,MOB,GB,GB,,
T-001438,2025-03-02 22:19:14.292298,ACC-RCO02,ACC-SMF08,12738.92,USD,CSH,ATM,US,US,Y,RAPID_CASHOUT
T-001439,2025-05-20 03:32:00.000000,ACC-N0173,ACC-N0024,1973.65,USD,XFER,MOB,JP,AU,,
T-001440,2025-03-07 05:46:00.000000,ACC-SMF06,ACC-N0025,2252.11,USD,XFER,MOB,US,DE,,
T-001441,2025-04-06 18:13:00.000000,ACC-LAY09,ACC-N0106,421.31,USD,WD,ATM,FR,GB,,
T-001442,2025-03-12 02:45:00.000000,ACC-N0168,ACC-N0197,12552.28,USD,WD,ATM,SG,CA,,
T-001443,2025-03-26 22:31:00.000000,ACC-N0167,ACC-N0203,8219.97,USD,DEP,ONL,AU,GB,,
T-001444,2025-05-05 09:37:00.000000,ACC-N0114,ACC-N0113,9626.52,USD,DEP,BRN,GB,GB,,
T-001445,2025-05-09 16:55:00.000000,ACC-SMF18,ACC-N0148,11743.54,USD,XFER,MOB,AU,DE,,
T-001446,2025-04-30 05:22:00.000000,ACC-STR05,ACC-N0048,9295.81,USD,CSH,ATM,US,US,Y,STRUCTURING
T-001447,2025-03-10 07:14:00.000000,ACC-N0055,ACC-N0180,3500.35,USD,DEP,BRN,AU,SG,,
T-001448,2025-04-01 03:10:00.000000,ACC-N0148,ACC-N0080,7526.99,USD,XFER,ONL,AU,US,,
T-001449,2025-04-27 09:50:00.000000,ACC-N0099,ACC-N0109,9281.47,USD,WD,BRN,SG,SG,,
T-001450,2025-05-14 08:36:00.000000,ACC-N0159,ACC-N0089,4501.68,USD,WD,ATM,US,CA,,
T-001451,2025-03-28 20:44:00.000000,ACC-SMF23,ACC-HUB01,11939.89,USD,XFER,MOB,GB,SG,,
T-001452,2025-04-06 00:02:00.000000,ACC-SMF23,ACC-STR11,8116.43,USD,XFER,ONL,US,FR,,
T-001453,2025-03-02 14:31:00.000000,ACC-N0068,ACC-N0147,5183.5,USD,XFER,MOB,US,DE,,
T-001454,2025-03-14 02:09:00.000000,ACC-LAY18,ACC-N0142,6888.83,USD,WD,BRN,GB,AU,,
T-001455,2025-04-19 18:46:00.000000,ACC-N0145,ACC-LAY21,11806.8,USD,XFER,MOB,GB,AU,,
T-001456,2025-05-27 02:57:00.000000,ACC-SMF01,ACC-N0077,8241.4,USD,WD,BRN,US,US,,
T-001457,2025-05-14 06:09:00.000000,ACC-N0140,ACC-N0089,3908.71,USD,XFER,MOB,AU,AU,,
T-001458,2025-03-03 00:57:00.000000,ACC-N0123,ACC-N0093,9979.73,USD,XFER,ONL,SG,FR,,
T-001459,2025-03-09 23:11:00.000000,ACC-N0179,ACC-RCO09,6915.19,USD,WD,BRN,JP,JP,,
T-001460,2025-03-21 00:23:00.000000,ACC-N0167,ACC-N0075,3663.55,USD,DEP,BRN,FR,JP,,
T-001461,2025-05-01 20:29:00.000000,ACC-STR06,ACC-SMF24,8985.58,USD,CSH,ATM,US,US,Y,STRUCTURING
T-001462,2025-04-25 22:51:00.000000,ACC-N0104,ACC-STR02,5493.93,USD,WD,ATM,GB,DE,,
T-001463,2025-04-29 09:46:00.000000,ACC-N0054,ACC-N0148,9686.75,USD,XFER,MOB,DE,FR,,
T-001464,2025-04-19 07:37:00.000000,ACC-LAY05,ACC-RCO07,13634.38,USD,XFER,MOB,CA,SG,,
T-001465,2025-04-10 00:21:00.000000,ACC-N0049,ACC-SMF13,2453.14,USD,XFER,MOB,DE,AU,,
T-001466,2025-04-10 04:12:00.000000,ACC-N0189,ACC-N0185,4246.26,USD,WD,BRN,CA,GB,,
T-001467,2025-03-13 05:39:00.000000,ACC-STR08,ACC-N0112,9782.46,USD,CSH,BRN,US,US,Y,STRUCTURING
T-001468,2025-04-13 13:39:00.000000,ACC-N0190,ACC-N0076,2475.88,USD,XFER,MOB,US,SG,,
T-001469,2025-05-12 15:49:00.000000,ACC-N0069,ACC-N0084,4346.19,USD,XFER,ONL,SG,JP,,
T-001470,2025-04-21 19:35:00.000000,ACC-N0139,ACC-N0080,13514.96,USD,DEP,BRN,GB,FR,,
T-001471,2025-03-12 18:53:00.000000,ACC-N0182,ACC-N0220,3588.03,USD,WD,ATM,GB,AU,,
T-001472,2025-04-08 03:17:00.000000,ACC-N0190,ACC-SMF19,4135.4,USD,XFER,MOB,AU,GB,,
T-001473,2025-03-04 19:24:00.000000,ACC-N0019,ACC-N0219,3811.06,USD,DEP,BRN,SG,AU,,
T-001474,2025-05-09 08:58:00.000000,ACC-N0191,ACC-N0205,3318.13,USD,WD,ATM,GB,AU,,
T-001475,2025-03-13 11:38:00.000000,ACC-N0054,ACC-N0182,7235.3,USD,XFER,ONL,JP,DE,,
T-001476,2025-03-21 13:50:00.000000,ACC-N0028,ACC-N0075,8010.81,USD,DEP,BRN,AU,SG,,
T-001477,2025-05-09 20:33:00.000000,ACC-N0098,ACC-N0067,14758.16,USD,DEP,ATM,FR,DE,,
T-001478,2025-05-20 14:00:00.000000,ACC-N0068,ACC-N0172,10675.52,USD,XFER,MOB,GB,US,,
T-001479,2025-04-16 18:10:00.000000,ACC-N0132,ACC-N0159,8788.91,USD,XFER,MOB,CA,AU,,
T-001480,2025-05-22 06:18:00.000000,ACC-N0116,ACC-N0107,1602.47,USD,DEP,BRN,SG,FR,,
T-001481,2025-04-12 09:20:00.000000,ACC-N0203,ACC-SMF15,583.73,USD,XFER,ONL,FR,AU,,
T-001482,2025-04-26 06:26:00.000000,ACC-N0154,ACC-SMF05,9014.25,USD,DEP,ATM,DE,JP,,
T-001483,2025-03-27 21:21:00.000000,ACC-N0216,ACC-N0006,7380.21,USD,DEP,BRN,US,FR,,
T-001484,2025-05-05 20:04:00.000000,ACC-SMF11,ACC-N0164,11943.71,USD,WD,ATM,JP,DE,,
T-001485,2025-04-08 08:04:00.000000,ACC-N0149,ACC-N0189,9457.82,USD,XFER,ONL,FR,JP,,
T-001486,2025-03-05 14:55:00.000000,ACC-LAY16,ACC-SMF01,8655.15,USD,WD,ATM,GB,SG,,
T-001487,2025-03-22 11:04:00.000000,ACC-N0110,ACC-STR06,8515.61,USD,XFER,MOB,DE,US,,
T-001488,2025-03-31 10:41:08.470861,ACC-HUB03,ACC-SMF15,7008.31,USD,XFER,ONL,US,US,Y,SMURFING
T-001489,2025-04-05 15:34:00.000000,ACC-STR04,ACC-N0205,7661.91,USD,XFER,MOB,SG,SG,,
T-001490,2025-03-29 16:57:00.000000,ACC-SMF12,ACC-N0003,14347.93,USD,XFER,MOB,AU,SG,,
T-001491,2025-03-01 12:24:00.000000,ACC-N0021,ACC-N0151,7602.95,USD,XFER,ONL,GB,AU,,
T-001492,2025-03-14 06:09:00.000000,ACC-N0156,ACC-RCO07,79189.43,USD,WIRE,WR,CA,US,Y,RAPID_CASHOUT
T-001493,2025-04-27 18:15:00.000000,ACC-N0129,ACC-LAY12,3859.99,USD,DEP,BRN,FR,SG,,
T-001494,2025-05-04 16:10:00.000000,ACC-LAY11,ACC-LAY05,9396.42,USD,WD,BRN,DE,US,,
T-001495,2025-04-20 14:21:00.000000,ACC-N0171,ACC-N0196,14234.64,USD,WD,BRN,GB,DE,,
T-001496,2025-04-02 06:49:00.000000,ACC-N0037,ACC-N0115,10265.69,USD,WD,ATM,AU,GB,,
T-001497,2025-04-26 22:23:00.000000,ACC-N0026,ACC-N0037,5879.19,USD,WD,BRN,GB,JP,,
T-001498,2025-04-17 19:11:00.000000,ACC-N0009,ACC-SMF08,5086.58,USD,XFER,MOB,FR,SG,,
T-001499,2025-05-19 20:34:00.000000,ACC-N0132,ACC-N0098,13135.96,USD,XFER,ONL,SG,DE,,
T-001500,2025-03-07 15:06:00.000000,ACC-N0159,ACC-SMF22,10882.9,USD,XFER,MOB,AU,AU,,
T-001501,2025-03-06 04:24:00.000000,ACC-N0107,ACC-N0117,5512.12,USD,XFER,ONL,JP,FR,,
T-001502,2025-04-27 12:58:00.000000,ACC-N0042,ACC-N0082,14039.17,USD,XFER,MOB,JP,JP,,
T-001503,2025-03-02 09:55:00.000000,ACC-N0045,ACC-N0087,10862.72,USD,DEP,BRN,GB,US,,
T-001504,2025-03-03 05:01:04.917159,ACC-HUB02,ACC-SMF08,7066.83,USD,XFER,ONL,US,US,Y,SMURFING
T-001505,2025-05-15 19:20:00.000000,ACC-N0076,ACC-N0161,7686.52,USD,DEP,ONL,FR,DE,,
T-001506,2025-04-19 13:10:00.000000,ACC-N0144,ACC-N0039,7995.8,USD,DEP,ONL,FR,GB,,
T-001507,2025-05-21 17:17:00.000000,ACC-N0158,ACC-N0155,1356.2,USD,DEP,BRN,US,FR,,
T-001508,2025-03-23 22:57:00.000000,ACC-N0169,ACC-N0033,4150.27,USD,WD,BRN,GB,DE,,
T-001509,2025-04-04 00:29:00.000000,ACC-STR07,ACC-N0081,9936.9,USD,XFER,ATM,US,US,Y,STRUCTURING
T-001510,2025-05-06 04:05:00.000000,ACC-N0173,ACC-N0010,4358.81,USD,WD,ATM,CA,AU,,
T-001511,2025-04-22 11:12:00.000000,ACC-N0150,ACC-N0156,12973.43,USD,XFER,ONL,US,GB,,
T-001512,2025-04-18 07:50:00.000000,ACC-N0178,ACC-LAY07,9040.46,USD,DEP,BRN,DE,CA,,
T-001513,2025-04-25 18:38:00.000000,ACC-N0159,ACC-N0191,1003.49,USD,XFER,ONL,JP,SG,,
T-001514,2025-05-01 03:32:00.000000,ACC-N0042,ACC-LAY21,13062.09,USD,XFER,MOB,FR,SG,,
T-001515,2025-03-26 20:05:00.000000,ACC-HUB04,ACC-N0054,9269.88,USD,XFER,MOB,JP,JP,,
T-001516,2025-05-25 13:05:00.000000,ACC-RCO01,ACC-N0137,9427.46,USD,DEP,ONL,AU,US,,
T-001517,2025-05-22 07:39:00.000000,ACC-N0189,ACC-LAY13,2403.43,USD,WD,BRN,FR,JP,,
T-001518,2025-03-27 06:51:00.000000,ACC-N0088,ACC-SMF10,2635.28,USD,WD,ATM,CA,JP,,
T-001519,2025-04-05 14:58:00.000000,ACC-N0019,ACC-SMF22,2024.72,USD,XFER,ONL,AU,JP,,
T-001520,2025-05-24 18:35:00.000000,ACC-N0155,ACC-RCO05,1588.73,USD,DEP,ATM,US,DE,,
T-001521,2025-03-16 16:13:00.000000,ACC-LAY13,ACC-LAY14,122832.03,USD,WIRE,WR,JP,AU,Y,LAYERING
T-001522,2025-05-03 09:46:00.000000,ACC-N0101,ACC-N0057,11918.65,USD,DEP,ATM,CA,GB,,
T-001523,2025-04-13 19:25:00.000000,ACC-N0179,ACC-N0204,6251.29,USD,WD,BRN,JP,GB,,
T-001524,2025-04-29 10:12:00.000000,ACC-STR05,ACC-N0094,13608.51,USD,XFER,ONL,CA,AU,,
T-001525,2025-03-09 21:37:00.000000,ACC-N0097,ACC-N0152,9619.5,USD,WD,BRN,US,CA,,
T-001526,2025-05-22 11:52:00.000000,ACC-RCO08,ACC-N0179,13874.86,USD,XFER,MOB,JP,FR,,
T-001527,2025-03-01 01:42:00.000000,ACC-N0031,ACC-SMF12,529.79,USD,XFER,ONL,JP,DE,,
T-001528,2025-04-26 09:01:00.000000,ACC-N0190,ACC-RCO02,4008.79,USD,XFER,MOB,JP,DE,,
T-001529,2025-04-18 14:15:00.000000,ACC-N0078,ACC-N0077,2044.96,USD,XFER,MOB,FR,JP,,
T-001530,2025-03-04 03:07:00.000000,ACC-N0193,ACC-LAY19,13841.71,USD,XFER,MOB,JP,DE,,
T-001531,2025-03-14 23:25:00.000000,ACC-STR10,ACC-N0204,8979.12,USD,XFER,BRN,US,US,Y,STRUCTURING
T-001532,2025-04-17 17:49:00.000000,ACC-N0200,ACC-RCO08,8128.47,USD,DEP,BRN,FR,US,,
T-001533,2025-03-18 08:06:00.000000,ACC-N0217,ACC-N0216,894.32,USD,XFER,ONL,DE,CA,,
T-001534,2025-04-29 01:50:00.000000,ACC-N0064,ACC-N0193,13750.95,USD,XFER,MOB,FR,FR,,
T-001535,2025-03-01 22:41:00.000000,ACC-N0069,ACC-HUB02,164473.2,USD,WIRE,WR,US,US,Y,SMURFING
T-001536,2025-03-18 10:24:00.000000,ACC-SMF06,ACC-N0032,4581.61,USD,DEP,ATM,DE,FR,,
T-001537,2025-03-30 03:54:00.000000,ACC-N0088,ACC-N0132,6048.65,USD,DEP,BRN,SG,AU,,
T-001538,2025-03-28 00:52:00.000000,ACC-SMF05,ACC-N0062,7668.27,USD,XFER,ONL,GB,DE,,
T-001539,2025-03-19 05:30:00.000000,ACC-LAY12,ACC-N0101,4463.44,USD,WD,ATM,AU,CA,,
T-001540,2025-05-10 08:43:00.000000,ACC-N0060,ACC-RCO09,6683.44,USD,DEP,BRN,JP,US,,
T-001541,2025-05-20 04:20:00.000000,ACC-N0154,ACC-N0039,2270.69,USD,DEP,ONL,JP,SG,,
T-001542,2025-05-03 08:31:00.000000,ACC-N0057,ACC-N0179,12281.45,USD,WD,ATM,AU,AU,,
T-001543,2025-04-27 20:39:00.000000,ACC-N0076,ACC-SMF19,11008.4,USD,DEP,BRN,CA,SG,,
T-001544,2025-03-05 03:07:00.000000,ACC-N0093,ACC-N0052,1272.26,USD,XFER,MOB,AU,GB,,
T-001545,2025-05-26 00:06:00.000000,ACC-N0177,ACC-N0186,2257.17,USD,XFER,ONL,US,DE,,
T-001546,2025-04-23 10:57:00.000000,ACC-N0176,ACC-N0063,14358.2,USD,XFER,MOB,DE,US,,
T-001547,2025-03-12 14:06:00.000000,ACC-N0169,ACC-LAY02,11731.27,USD,WD,BRN,CA,JP,,
T-001548,2025-04-28 03:59:00.000000,ACC-HUB02,ACC-LAY24,10828.82,USD,XFER,MOB,FR,DE,,
T-001549,2025-04-16 06:21:00.000000,ACC-SMF05,ACC-N0005,14609.05,USD,XFER,ONL,AU,GB,,
T-001550,2025-05-29 23:33:00.000000,ACC-N0134,ACC-N0092,10892.51,USD,WD,ATM,US,US,,
T-001551,2025-05-11 14:33:16.655850,ACC-HUB04,ACC-SMF23,7542.84,USD,XFER,ONL,US,US,Y,SMURFING
T-001552,2025-03-26 03:31:00.000000,ACC-N0061,ACC-N0012,13450.63,USD,WD,BRN,GB,JP,,
T-001553,2025-03-31 15:21:44.072838,ACC-HUB03,ACC-SMF18,9300.37,USD,XFER,ONL,US,US,Y,SMURFING
T-001554,2025-04-19 13:05:00.000000,ACC-STR09,ACC-N0035,9184.57,USD,CSH,ATM,US,US,Y,STRUCTURING
T-001555,2025-04-28 15:00:00.000000,ACC-N0019,ACC-N0180,12754.96,USD,XFER,ONL,GB,FR,,
T-001556,2025-04-13 08:03:00.000000,ACC-RCO09,ACC-STR07,2400.86,USD,WD,BRN,US,SG,,
T-001557,2025-04-28 09:48:00.000000,ACC-N0120,ACC-N0056,3200.52,USD,DEP,BRN,CA,CA,,
T-001558,2025-04-01 21:58:00.000000,ACC-N0111,ACC-LAY15,10617.0,USD,XFER,MOB,US,DE,,
T-001559,2025-03-25 16:40:00.000000,ACC-RCO04,ACC-STR02,10381.92,USD,XFER,MOB,JP,US,,
T-001560,2025-04-09 06:19:00.000000,ACC-STR12,ACC-N0107,9365.38,USD,CSH,BRN,US,US,Y,STRUCTURING
T-001561,2025-05-23 13:13:00.000000,ACC-LAY09,ACC-LAY20,11445.75,USD,WD,BRN,SG,CA,,
T-001562,2025-05-10 10:34:00.000000,ACC-N0007,ACC-N0154,10176.05,USD,WD,BRN,DE,JP,,
T-001563,2025-05-28 18:27:00.000000,ACC-N0093,ACC-N0160,6891.41,USD,WD,BRN,JP,AU,,
T-001564,2025-05-24 11:49:00.000000,ACC-N0023,ACC-N0193,12663.52,USD,XFER,MOB,SG,JP,,
T-001565,2025-03-23 23:20:00.000000,ACC-SMF14,ACC-N0076,8446.81,USD,DEP,ONL,US,AU,,
T-001566,2025-03-01 02:39:00.000000,ACC-N0116,ACC-N0065,14861.41,USD,WD,BRN,DE,CA,,
T-001567,2025-04-05 15:09:00.000000,ACC-RCO06,ACC-STR02,7100.88,USD,DEP,BRN,GB,JP,,
T-001568,2025-03-21 18:15:00.000000,ACC-N0065,ACC-SMF05,13243.34,USD,WD,BRN,AU,JP,,
T-001569,2025-03-20 09:31:00.000000,ACC-N0056,ACC-N0204,12879.06,USD,XFER,MOB,FR,DE,,
T-001570,2025-03-10 17:41:00.000000,ACC-N0061,ACC-N0114,10987.78,USD,XFER,ONL,US,GB,,
T-001571,2025-04-11 22:04:00.000000,ACC-N0179,ACC-N0084,13467.86,USD,XFER,MOB,JP,AU,,
